station,country,HDI,elev,TPI,access_log10,Hansen_recentloss,bio01,PA,PA_size_km2,dist_to_PA,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L2674885,Thailand,0.78,2,-0.390625,2.124838909,0,27.05754089,0,24.21039193,26.36328683,1101860.374,922348.3266,3.484557519,227.4654412,247.5735059,13.86905635,3.827902248,2.545445756,0.825401518,4.394357272
L921126,Thailand,0.78,749,-1.8046875,4.30882814,0,23.42063713,1,2196.209961,NA,1405222.757,1612776.878,5.013538845,297.5231746,244.4831632,26.85550591,3.466777037,3.110246681,0.757252281,5.102535664
L5242928,Thailand,0.78,2,0.1171875,4.646355549,0,28.05335426,0,45.14873785,64.01084247,1343175.621,1543786.316,3.251807595,85.98913043,190.7313702,5.706714871,0.496752233,2.034311147,0.218885281,3.02795101
L990195,Thailand,0.78,2,-0.1796875,4.762508943,0,28.0446701,0,147.9954971,76.13570975,1318532.72,1539893.855,2.86120835,249.0587871,181.8515275,9.749873291,1.221776681,2.276406608,0.389072905,3.801057631
L3452588,Thailand,0.78,11,-0.0546875,4.462254477,0,28.08940697,0,45.14873785,38.62359085,1317737.462,1600507.851,3.17760986,106.1177686,155.8494846,6.773456591,0.7481772,2.09665968,0.281052353,3.350827831
L1096278,Thailand,0.78,710,3.3359375,3.96516301,0,23.42063713,1,2196.209961,NA,1408315.781,1612066.456,3.543970731,218.7704029,220.5466387,23.99140032,3.654872362,2.954482858,0.774111276,4.925274558
L1867725,Thailand,0.78,1537,12.7734375,4.02367191,0,20.15797806,1,541.675924,NA,1138474.997,2232366.785,3.604688323,323.4830269,372.3132292,23.51935194,3.610754842,3.066929707,0.695814597,4.936025315
L5676683,Thailand,0.78,2,-0.0390625,4.384852299,0,28.02031517,0,147.9954971,76.08125659,1297921.579,1505493.574,3.668287633,141.9333333,274.6926023,3.781151591,0.239325065,1.757751429,0.107171977,1.699200801
L2871038,Thailand,0.78,188,5.5,4.365704449,0,26.27961731,0,3049.09648,1.731182849,1215380.667,1429391.364,4.04320104,235.9230769,232.5120007,10.56562834,2.439121984,2.393255675,0.439965218,3.649626591
L2534291,Thailand,0.78,0,-2.5625,NA,0,27.06564331,0,51.9636027,23.59707003,1142373.932,892482.3437,2.702927501,117.5714286,214.152649,9.963951595,2.626154509,2.410005627,0.499645334,4.028863598
L2463671,Thailand,0.78,3,13.96875,NA,0,NA,0,121.4356741,46.65975457,1138220.394,860728.6745,2.642084029,101.7361111,145.0020693,16.35888353,3.06152188,2.761596074,0.707100283,4.447349672
L1042659,Thailand,0.78,86,-9.296875,4.085046739,0,26.36553001,1,245.5312979,NA,1100884.675,999166.225,4.441377388,250.7109677,244.3880905,24.18962178,3.334474237,2.985368369,0.6220896,4.758697548
L2514883,Thailand,0.78,340,2.671875,3.992793036,0,26.3026886,1,466.7088529,NA,1100320.359,2054202.703,3.511031147,178.8780488,205.1758812,9.846996015,1.706842002,2.394520613,0.402952448,3.683860459
L921128,Thailand,0.78,1343,-6.4453125,3.939317385,0,23.16447067,1,1672.265104,NA,1114256.146,2153873.895,4.776903082,254.9780564,283.6186572,27.61622482,3.998313728,3.13727261,0.783989473,5.261541805
L971582,Thailand,0.78,789,5.2265625,3.937701261,0,22.91796684,1,466.7088529,NA,1091701.905,2059274.484,NA,NA,NA,27.27452799,3.530487731,3.102136652,0.688949345,5.074138474
L3606014,Thailand,0.78,348,1.125,4.100626017,0,25.05172539,0,1486.042319,14.92766966,1147743.564,2097930.335,NA,NA,NA,11.55762849,1.610386803,2.561934127,0.446908371,3.831441911
L1059223,Thailand,0.78,11,-0.0546875,4.462254477,0,28.08940697,0,45.14873785,39.04932661,1317285.473,1600645.281,3.354541445,89.5719697,159.9624132,6.544698889,0.65475717,2.086352508,0.248265267,3.229738019
L3599750,Thailand,0.78,358,0.3828125,4.19335981,0,25.06287384,1,283.3052204,NA,1127792.939,2086823.247,2.514662966,92.51322751,194.3358233,9.446642795,2.04783385,2.312948672,0.50635275,3.727466593
L3600849,Thailand,0.78,308,-0.046875,4.15685394,0,25.65968323,0,283.3052204,7.887543246,1135885.716,2090922.351,2.715375786,154.75,188.6383799,9.632308478,1.283205256,2.353747492,0.398482707,3.705444114
L1082418,Thailand,0.78,202,-19.328125,4.649369167,0,26.2167778,0,53.02808677,1.456688487,1294360.761,747431.8102,NA,NA,NA,34.47241188,4.454383566,3.185649665,0.882875946,5.571292789
L1864345,Thailand,0.78,164,0.046875,4.042903607,0,25.66670227,0,680.8526769,36.79360328,1536122.739,2003932.234,2.308143075,48.8,155.5428708,6.047195272,0.487027018,2.087226466,0.195420015,3.109282611
L3571673,Thailand,0.78,13,0.09375,4.827208483,0,27.48443604,0,3049.09648,36.48350124,1246745.985,1483961.502,4.53390878,138.5,255.1389992,3.987868824,0.502879518,1.575684406,0.152037999,1.733714931
L4535055,Thailand,0.78,12,-0.1171875,4.926966835,0,27.48443604,0,3049.09648,38.09721523,1252736.588,1474822.58,4.353971489,168.1615581,274.4388218,3.632946051,0.700953617,1.58466822,0.174902661,2.366439739
L3755111,Thailand,0.78,0,-0.015625,3.488369087,0,27.11972427,0,245.5312979,16.90765482,1080163.568,983612.5631,2.112866101,199.0484848,94.23486587,7.03243044,0.912379141,2.164955905,0.301770301,3.113406768
L3595174,Thailand,0.78,174,-0.171875,4.244684661,0,26.80664063,0,224.6015845,24.81392422,1552541.459,1846172.894,3.445954235,229.1660714,224.5529003,16.17318471,1.263801171,2.811888294,0.410533019,4.215077292
L3600720,Thailand,0.78,304,-0.3671875,4.104421889,0,25.65968323,0,283.3052204,9.50583453,1137264.491,2089160.308,2.896441977,147.8571429,183.5862207,4.6996484,0.428116478,1.940880602,0.15432767,2.931050501
L1080118,Thailand,0.78,9,0.578125,4.469323574,0,28.09845924,0,45.14873785,41.60162548,1319775.134,1586834.339,3.129128157,77.13095238,154.3016169,5.559439306,0.595178366,1.993024377,0.21363351,3.038110479
L1096297,Thailand,0.78,1181,13.3515625,3.721920855,0,23.42063713,1,2196.209961,NA,1408596.544,1604787.47,3.359395178,186.4363636,290.1845183,27.77459389,4.05128608,3.136387035,0.825780134,5.243598122
L3872349,Thailand,0.78,0,0.328125,4.486818831,0,27.35699654,0,970.3658629,22.66445293,1260992.2,1382196.884,4.629459472,156.2363636,214.3400755,5.064996497,0.424898963,1.901106946,0.155096987,2.986087222
L3960755,Thailand,0.78,383,1.640625,3.997484722,0,25.06287384,1,283.3052204,NA,1124728.216,2084611.564,3.220898198,150.4014946,171.4277864,10.47614623,1.825572189,2.427250216,0.43719444,3.822060017
L2696002,Thailand,0.78,1135,-1.71875,3.987102462,0,23.24652672,1,466.7088529,NA,1076464.961,2056981.936,2.149788268,199.4930556,296.4798598,34.35174418,5.275704414,3.254857881,0.893489668,5.663884836
L3321319,Thailand,0.78,383,0.0625,3.964327087,0,24.82687378,0,353.4918506,54.8974645,1238303.382,2259183.053,3.8454213,290.4522283,253.8164887,3.023279033,0.231207173,1.555196614,0.088886827,2.605674462
L3071596,Thailand,0.78,2,0.078125,3.99212479,0,NA,0,147.9954971,77.31876648,1295852.849,1502974.427,3.407257592,136.8114478,258.2536203,4.590356747,0.595124274,1.611508479,0.191039875,2.15467698
L1829142,Thailand,0.78,0,-0.140625,NA,0,27.53982735,0,3049.09648,52.26879906,1271999.159,1454415.35,3.367675307,170.728022,267.9947305,3.500565086,0.225610821,1.468139512,0.090260046,1.843745955
L3175135,Thailand,0.78,22,-0.03125,4.118855308,0,27.79794884,0,2196.209961,14.68389056,1395788.464,1574304.231,3.883062096,182.0493827,231.005925,2.571571699,0.052501535,1.414552914,0.026814727,2.459143657
L1323044,Thailand,0.78,341,0.0703125,4.089338599,0,25.05172539,0,1486.042319,14.86337044,1146592.834,2098205.666,1.658322553,71.875,118.0592471,3.762953673,0.416374211,1.686277606,0.153962863,2.823769209
L3985622,Thailand,0.78,256,-0.3828125,3.983995899,0,26.3026886,0,126.7596352,7.52970542,1115948.357,2054784.133,4.545839237,250.4166667,242.0618883,2.427331698,0.099840481,1.373206212,0.044185221,2.454690792
L5624588,Thailand,0.78,76,-0.8671875,4.502722993,0,27.15523529,0,53.02808677,21.37431687,1319551.346,756125.4253,3.931930301,402.372549,176.4464684,13.40918493,2.068500488,2.56679839,0.517044765,4.137493065
L946060,Thailand,0.78,2,0.2890625,4.414922516,0,28.08732605,0,147.9954971,46.41360945,1330660.176,1507394.225,3.71789952,273.2659632,256.9051049,5.281973793,0.710827438,1.575423803,0.255873715,2.960668322
L3859406,Thailand,0.78,1476,-0.234375,3.919710739,0,22.03304863,0,541.675924,1.364958179,1133494.251,2212953.837,3.619197016,250.6716418,324.3341459,11.98095316,2.062940751,2.526997364,0.477072871,4.045194323
L3793507,Thailand,0.78,1616,-0.8671875,4.045805744,0,22.03304863,0,541.675924,1.5695067,1133570.497,2208932.918,1.798101083,128.3125,261.8690423,11.45024904,2.439294641,2.476459091,0.540539245,3.946274946
L3681160,Thailand,0.78,1474,-4.46875,3.916011718,0,22.03304863,0,541.675924,1.398208463,1133414.215,2211947.358,1.993788931,104,294.3756399,11.17317584,2.218127795,2.531592037,0.498556867,4.018242469
L2946306,Thailand,0.78,17,-0.1171875,3.219775375,0,28.21415138,0,2831.29136,95.53578577,1280123.801,1749376.418,5.388190389,241.7894737,247.8602322,2.440423094,0.099066805,1.298631696,0.045537485,0.586556874
L2086071,Thailand,0.78,31,-0.265625,4.287656807,0,27.38091469,0,977.8111387,20.21217551,1203523.615,1562032.117,3.361760733,85.35897436,174.198621,2.625524911,0.194337913,1.462683067,0.078313059,1.717074074
L1299299,Thailand,0.78,253,-0.2578125,4.381882044,0,25.8421917,0,3049.09648,0.633463785,1213629.285,1425308.196,4.188915298,228.0938914,210.6372624,12.05583526,2.834770384,2.507486722,0.505656609,3.867675216
L4060551,Thailand,0.78,75,-0.46875,4.498445819,0,27.15523529,0,53.02808677,21.28144575,1319480.894,756053.7118,NA,NA,NA,13.48370603,2.101283091,2.576434001,0.520765924,4.154760405
L1876655,Thailand,0.78,2,0.0546875,4.514358325,0,27.99955177,0,147.9954971,52.18410387,1340541.576,1527548.163,2.42004914,114.239011,137.1405757,2.838860627,0.125641326,1.442725526,0.055394044,2.339338437
L954493,Thailand,0.78,756,1.9765625,4.005195641,0,23.42063713,1,2196.209961,NA,1406736.932,1607799.687,4.461473964,198.5,301.5144511,23.15142285,3.186064337,3.0409283,0.738601363,4.973098386
L1105490,Thailand,0.78,51,-3.46875,4.135364688,0,27.73205757,0,2196.209961,4.535724398,1383386.083,1596010.06,4.087717133,160.4583333,290.2724446,13.01240811,2.676329266,2.668164714,0.527089732,4.167761467
L4180439,Thailand,0.78,723,-1.9453125,4.359094407,0,23.42063713,1,2196.209961,NA,1406384.492,1611845.668,4.245011288,181.5166667,251.3278652,22.77219958,3.212193943,2.992585265,0.765324208,4.916132794
L4180384,Thailand,0.78,753,2.5546875,4.334259125,0,23.42063713,1,2196.209961,NA,1404636.461,1613737.608,4.488574451,135.5494505,356.1584252,22.04490332,3.400734244,2.95376644,0.76325422,4.837231554
L4022276,Thailand,0.78,369,-2.265625,4.311375136,0,25.36364746,0,2196.209961,1.997249393,1405577.235,1623555.153,2.568252776,147.4761905,144.4273946,12.91534449,2.210340973,2.59196531,0.494054299,4.052189006
L1867730,Thailand,0.78,596,-7.2578125,3.283304211,0,22.03304863,1,541.675924,NA,1144928.177,2219914.038,3.147277056,244.4390244,261.7492008,25.4589218,4.528556022,3.022938695,0.729287984,5.110702763
L921137,Thailand,0.78,455,0.03125,4.017265929,0,23.67596054,0,541.675924,2.753359419,1168342.064,2229732.811,3.987998162,203.7151163,314.2351144,2.504119342,0.136423464,1.295433748,0.051875567,2.465844182
L1291931,Thailand,0.78,344,-2.1796875,4.27512916,0,25.17278481,0,1486.042319,9.213830363,1123220.381,2128753.55,4.269055652,240.36,274.9211737,6.033548505,0.942326918,2.012387396,0.251866711,3.206472588
L1149974,Thailand,0.78,2105,16.3046875,3.842145969,0,23.24652672,1,466.7088529,NA,1079296.981,2060674.669,2.214005761,253.0769231,341.9060143,24.53579112,4.211586002,2.981623677,0.798371994,5.175289932
L922741,Thailand,0.78,2105,16.3046875,3.842145969,0,23.24652672,1,466.7088529,NA,1078961.894,2060133.379,1.871722687,80.55789474,217.7348347,21.91115076,4.08193344,2.95089365,0.777391462,4.895311674
L9898432,Thailand,0.78,1560,14.84375,3.120634492,0,23.90930939,1,341.1139242,NA,1349149.973,1979253.661,NA,NA,NA,31.30251583,4.72231118,3.11552885,0.880752873,5.420406711
L3557141,Thailand,0.78,383,-0.109375,4.017447552,0,24.82687378,0,353.4918506,53.98648241,1239204.346,2257866.092,3.751558932,139.6913876,233.4554604,3.098537964,0.238814478,1.600446415,0.093422357,2.609419474
L974164,Thailand,0.78,382,-0.4375,3.974666919,0,24.82687378,0,353.4918506,47.78261966,1235681.848,2252598.839,4.870847982,211.1929825,278.0951631,5.830333506,1.077714092,1.910819506,0.272459293,3.144526848
L921136,Thailand,0.78,17,0.28125,3.799109244,0,28.21415138,0,2831.29136,92.38742293,1278042.19,1746214.444,5.137644733,225.5966736,267.1069653,4.627545211,0.319006736,1.524037075,0.141271019,2.088591735
L2995069,Thailand,0.78,527,0.4453125,4.397871907,0,26.15070152,0,191.3059501,0.08251408,1038763.11,1940517.152,2.641251766,100.969697,266.0887079,17.11971126,3.312344811,2.780747263,0.639243699,4.538090077
L958015,Thailand,0.78,373,-2.6796875,4.11488706,0,24.25668144,1,3049.09648,NA,1203826.113,1424068.405,4.463719536,329.6410256,278.9717254,19.12264306,3.895877945,2.894576726,0.802529673,4.69310975
L1866952,Thailand,0.78,414,-9.8046875,4.398038325,0,24.25668144,1,3049.09648,NA,1200429.682,1424139.564,4.869096845,314.5820896,404.9698474,24.34747373,3.958626163,3.024210835,0.831746557,5.019074843
L3563802,Thailand,0.78,6,-0.203125,4.732075085,0,27.48443604,0,3049.09648,37.77146042,1253927.878,1467105.8,4.763862322,177.8642241,252.8242148,3.646538018,0.21865757,1.758539688,0.093585403,1.622892047
L5274022,Thailand,0.78,97,-1.0234375,4.165120755,0,26.27961731,1,3049.09648,NA,1217509.539,1433155.453,4.919555711,153.2195652,252.4105487,9.160345328,1.642801896,2.322984048,0.360255921,3.499367085
L1109573,Thailand,0.78,5,-0.0625,4.83084935,0,27.48443604,0,3049.09648,30.78450248,1247083.339,1466519.639,5.10539357,199.4768461,224.3009492,2.373062944,0.043725274,1.287222791,0.02138872,2.072875494
L956721,Thailand,0.78,907,6.390625,3.982987442,0,24.25668144,1,3049.09648,NA,1191836.933,1426856.77,4.143068169,249.1851852,379.374999,27.77990803,4.494393884,3.119555118,0.870960163,5.305213589
L1088086,Thailand,0.78,45,-0.90625,4.144593878,0,27.15797806,0,170.9783886,18.03690985,1108391.813,936650.917,3.43696507,94.46130952,160.6912753,10.58972284,1.090004377,2.424431548,0.344306359,3.831322647
L921154,Thailand,0.78,711,6.8515625,3.24921347,0,25.70742607,1,644.6045291,NA,1112087.531,994504.0496,4.114236421,233.3848684,259.8575957,43.71303621,5.431675995,3.238324002,0.914936733,5.949193095
L1110063,Thailand,0.78,2,-0.328125,4.712475746,0,28.0446701,0,147.9954971,72.20458058,1316328.113,1531598.314,2.360065522,163.0907468,205.1784301,4.953366936,0.760306002,1.943402799,0.218543721,3.086215306
L4306159,Thailand,0.78,2,0.078125,4.566559427,0,28.0446701,0,147.9954971,61.5211849,1327378.802,1528148.719,2.292287158,37.59693878,123.7108813,3.954227759,0.282935381,1.731819812,0.107301571,2.743643888
L12464346,Thailand,0.78,17,-0.484375,4.259789702,0,27.73514938,0,2196.209961,28.70454171,1429710.442,1548051.321,4.521045812,219.1555556,195.0777912,3.556050114,0.395038801,1.652374821,0.138894845,2.73388147
L1876183,Thailand,0.78,746,-1.859375,4.640147878,0,23.42063713,1,2196.209961,NA,1405327.394,1609948.236,3.660496151,214.0816327,191.8760637,16.10492215,2.565459924,2.801109417,0.602368872,4.399487351
L5523974,Thailand,0.78,179,-0.8359375,4.180036589,0,26.80664063,0,224.6015845,24.38029994,1551368.596,1845371.454,3.352958596,232.337013,208.9382283,6.777328271,0.707917353,2.212353384,0.249999985,3.03896332
L1882731,Thailand,0.78,1,0.0703125,4.35004879,0,27.53982735,0,3049.09648,45.25218262,1266467.847,1449804.036,4.229867758,174.4796748,259.0969368,2.909226546,0.231418709,1.465743693,0.095003677,2.088946942
L2463656,Thailand,0.78,15,0.1640625,NA,0,27.33937645,0,24.21039193,15.15671498,1095191.945,874795.128,3.201742179,107.0583333,161.1498414,7.229943355,1.46540812,2.074496985,0.34540838,3.45708691
L921142,Thailand,0.78,2,-0.3046875,4.048212045,0,27.53982735,0,3049.09648,50.58872461,1266860.655,1464407.394,3.789509611,281.0584893,356.1619659,3.244924581,0.21190467,1.459511581,0.090952279,1.340821407
L1261422,Thailand,0.78,0,0.453125,NA,0,26.63633919,0,245.5312979,27.72863234,1075189.987,969692.2729,3.394471151,182.7882353,228.3576933,10.52044841,2.121284758,2.458839682,0.427416171,3.897002184
L1032356,Thailand,0.78,2,0.1875,4.751993887,0,28.0446701,0,147.9954971,76.07964961,1318115.819,1539391.294,2.782068061,194.2958631,202.1243021,9.876563289,1.174870128,2.280894005,0.371803659,3.745560276
L4423353,Thailand,0.78,2,0.109375,4.765948483,0,28.02780151,0,147.9954971,79.91344384,1312138.337,1538507.86,2.687030658,87.44385027,197.8951803,4.832866373,0.352252899,1.839052223,0.143067627,2.8728574
L4485689,Thailand,0.78,11,2.890625,1.22838254,0,NA,0,147.9954971,59.59401307,1365931.839,1406141.774,2.707112243,121,208.6535682,6.108744106,0.479922085,1.78980103,0.182549321,2.771016291
L5557638,Thailand,0.78,170,-0.515625,4.24292505,0,26.51838112,0,296.4033602,47.53253306,1547559.107,1950919.1,2.107817411,45.63888889,146.6514634,5.810590948,0.450336082,1.919676641,0.188322204,2.985825429
L971623,Thailand,0.78,1293,-8.3671875,3.939078046,0,22.91796684,1,466.7088529,NA,1083580.557,2059375.805,2.640672628,268.5735294,220.739931,9.373697592,1.672057102,2.466862648,0.405295332,3.833406592
L1366659,Thailand,0.78,338,-0.3828125,4.107101542,0,25.06287384,1,283.3052204,NA,1126593.144,2084718.257,4.431501744,324.1069519,213.2173072,5.91827425,0.462852114,2.1079756,0.188256145,3.098213674
L4796634,Thailand,0.78,12,-1.4609375,4.463667377,0,26.73237801,0,245.5312979,12.98180318,1093675.22,974386.175,2.968227368,62.42045455,157.9692049,16.80671448,2.928807609,2.742470339,0.624557747,4.471671449
L4581180,Thailand,0.78,2,-0.078125,4.517553297,0,28.02031517,0,147.9954971,70.48635542,1307046.618,1513433.538,2.575595731,107.8448864,157.1758414,4.504450662,0.563892634,1.869045007,0.206137104,2.065620455
L4876628,Thailand,0.78,2,0.4921875,4.643598355,0,28.02780151,0,147.9954971,75.95385216,1312368.773,1532581.035,NA,NA,NA,7.700299181,1.011812613,2.110961357,0.341696655,3.428215033
L4554739,Thailand,0.78,2,-0.28125,4.434731129,0,28.08732605,0,147.9954971,56.35111633,1323320.516,1514255.579,2.850797115,70.578125,147.6271073,5.119372372,0.527821561,1.829124544,0.208164842,2.937193312
L8699965,Thailand,0.78,157,-0.828125,4.131971846,0,26.77807999,0,250.1379427,48.87467931,1662265.521,1825170.333,2.120531911,140.5443466,164.5678572,4.122840035,0.39897957,1.885940302,0.169929062,2.926847136
L4581174,Thailand,0.78,277,-1.125,4.228297827,0,26.29572296,0,530.9659533,9.486517129,1165943.515,1570736.365,4.74203478,228.8662791,243.2285854,7.82620868,1.750339444,2.056607491,0.456899396,3.51714688
L1026523,Thailand,0.78,5,0.2734375,4.208118688,0,27.60313606,0,977.8111387,68.78408179,1254805.546,1561510.052,3.789714024,215.3846154,224.8660539,11.92198154,2.628778257,2.426943039,0.603001221,4.065223639
L973108,Thailand,0.78,2,0.1796875,4.511852145,0,27.89100456,0,147.9954971,94.07368875,1292730.729,1535688.041,3.176549844,195.0231272,238.2291754,4.079751143,0.504700951,1.648194167,0.16541464,2.802178808
L1873843,Thailand,0.78,5,-0.0390625,4.769419159,0,27.41862488,0,3049.09648,34.08494434,1250415.717,1465809.402,4.178147923,156.6132813,244.0192994,2.89646125,0.113564678,1.577922573,0.049587999,0.956662196
L4535064,Thailand,0.78,1,-0.2578125,NA,0,27.53982735,0,3049.09648,50.41595515,1270869.054,1452470.462,3.439442436,98.5546875,216.3131518,3.40348099,0.346818044,1.442096562,0.110808088,1.444911844
L921130,Thailand,0.78,147,-0.515625,3.996307561,0,26.8157444,1,121.4356741,NA,1192380.595,881267.6014,4.087257595,236.3071688,343.6068982,19.64893748,3.812261463,2.806678078,0.748492805,4.844573126
L921146,Thailand,0.78,2,-0.6953125,4.120680847,0,27.26606178,0,51.9636027,14.94591209,1153440.748,898044.5525,3.22802288,195.3862434,204.5479165,19.02776257,4.106785559,2.805347918,0.76327725,4.674600228
L5401078,Thailand,0.78,8,0.3515625,4.381493358,0,28.08940697,0,45.14873785,44.69208589,1311130.73,1605295.803,NA,NA,NA,2.482502787,0.079680654,1.397623803,0.039078382,2.446024527
L2567259,Thailand,0.78,427,-2.34375,4.368571957,0,25.92014313,1,2196.209961,NA,1408173.183,1595998.854,4.567129668,211.212766,332.5225687,23.13197671,3.534891994,3.004283517,0.766249052,4.937429096
L1299252,Thailand,0.78,0,0.3359375,3.75096756,0,27.53982735,0,3049.09648,50.23646591,1270110.738,1453718.181,4.282465758,228.580201,272.6798226,5.048598158,0.947284261,1.648078148,0.326036704,2.648868627
L4840389,Thailand,0.78,183,-3.796875,4.02545752,0,24.31508636,0,580.0287546,0.143681055,1233880.012,972365.1377,4.268201428,218.575,332.7610372,30.21965666,3.889267394,3.080860818,0.787399953,5.381444867
L921133,Thailand,0.78,89,-0.640625,4.213443615,0,26.8157444,0,121.4356741,0.587105013,1191222.952,880827.4483,2.786756906,84.77327935,202.2241943,19.71021767,3.874660225,2.789263027,0.744457739,4.829117035
L1047403,Thailand,0.78,82,-5.15625,4.952272867,0,26.83307457,0,336.2590652,25.92362056,1188881.866,1182409.304,2.889418171,127.2978723,198.2773516,13.60015827,2.58755618,2.619120188,0.573593814,4.195002417
L4414431,Thailand,0.78,2,0.2890625,4.686847194,0,28.12001228,0,45.14873785,72.41348018,1320438.651,1544115.997,2.702044954,151.8866567,163.7389249,9.014697774,0.976226492,2.291709739,0.332578838,3.510251303
L1105489,Thailand,0.78,14,-0.1328125,4.001675837,0,27.9195385,0,147.9954971,5.673794055,1368281.426,1473993.896,5.149327732,235.7791116,261.0726118,4.873328026,0.442576054,1.850298766,0.163172856,2.251936577
L4992009,Thailand,0.78,2,0.0234375,4.734885457,0,28.0446701,0,147.9954971,75.57209816,1317238.019,1537740.594,2.049076122,54.359375,112.0362512,8.175250937,0.748273067,2.18587188,0.257623574,3.422679423
L1660680,Thailand,0.78,327,0.0546875,4.031092571,0,25.05172539,0,283.3052204,16.30640145,1143261.178,2096343.163,2.686312761,109.2631579,143.703558,6.443051496,0.75369891,2.058544289,0.247442493,3.174228468
L5629062,Thailand,0.78,3,-2.703125,4.70061439,0,27.27330208,0,970.3658629,16.97398361,1255275.215,1363467.617,5.378826059,216.4764706,256.4822331,2.4151796,0.106145052,1.413480897,0.031230449,1.666898779
L971578,Thailand,0.78,1603,10.625,3.707831054,0,22.91796684,1,466.7088529,NA,1081741.81,2055037.686,3.755668577,306.1710758,399.2642141,19.90518502,4.03147916,2.905811534,0.718703707,4.856014958
L5086999,Thailand,0.78,146,0.1484375,4.115496197,0,25.65487862,0,235.0549735,18.38593099,1373213.614,1846063.916,NA,NA,NA,4.909297154,0.407552603,1.920395211,0.173185959,2.903293794
L1867445,Thailand,0.78,73,0.375,4.51996743,0,26.99866486,0,497.0235766,27.13257214,1216562.143,1503679.526,5.723795617,163.2307692,236.8988875,4.871007392,0.241765679,1.831449701,0.105275867,2.83112498
L3599101,Thailand,0.78,2,0.09375,4.761140324,0,28.08732605,0,147.9954971,54.9402649,1327216.524,1517638.394,2.657828733,62.37804878,180.3337518,4.121122059,0.475624191,1.718255847,0.179734991,2.794784087
L4431612,Thailand,0.78,157,1.859375,3.60571045,0,27.88002777,0,147.9954971,20.01484068,1372396.801,1446700.893,1.999433816,112.8892857,234.4403397,8.532218895,1.268699729,2.260584835,0.364670166,3.53182841
L4816655,Thailand,0.78,325,-2.0234375,3.672149741,0,26.3026886,0,126.7596352,0.159310908,1102215.604,2054419.513,3.882376402,166.290724,238.2227497,6.361274247,0.88153366,2.000979452,0.276351742,3.147816661
L4789502,Thailand,0.78,1665,3.53125,4.083260891,0,22.03304863,0,541.675924,0.28507221,1134497.467,2207774.956,2.321602116,221.6336996,313.3490088,23.02777262,3.982388078,2.990459378,0.725851061,4.900701369
L4229514,Thailand,0.78,474,-0.28125,4.163207542,0,24.27969742,0,541.675924,2.021782095,1152191.34,2218403.101,4.039445929,159.1038062,273.4190757,3.957867002,0.336326057,1.698652636,0.132514634,2.782658156
L971585,Thailand,0.78,519,-5.109375,4.077864812,0,22.91796684,1,466.7088529,NA,1097293.077,2057683.19,NA,NA,NA,19.01937169,2.528309278,2.953968904,0.662420498,4.636262815
L1085905,Thailand,0.78,71,-2.125,4.479306503,0,26.65740204,0,170.9783886,25.82338762,1077854.064,957689.9522,3.492794727,189.8740234,241.3861287,23.16049312,3.373635432,2.950907835,0.68903299,4.896914483
L5247932,Thailand,0.78,2,0.3359375,4.602926655,0,28.0446701,0,147.9954971,61.7230086,1323976.665,1524520.516,1.565845259,25.25,81.97205909,4.992619344,0.666081138,1.852972761,0.189511097,3.021697165
L5264440,Thailand,0.78,2,-0.34375,4.707208712,0,28.0446701,0,147.9954971,70.02174555,1319328.924,1531815.823,1.539776027,15.1,69.60768756,8.247976794,1.077861536,2.253149758,0.358020853,3.537692428
L4858397,Thailand,0.78,2,-0.3203125,4.432860917,0,28.12001228,0,45.14873785,71.66984189,1314728.36,1548860.644,2.619275967,85.77419355,132.5332919,4.318134281,0.405472927,1.758219761,0.158086872,2.83099157
L5280121,Thailand,0.78,1692,3.3828125,4.186723837,0,23.24652672,1,466.7088529,NA,1081151.942,2057249.684,3.682927692,283.6758578,317.2464034,30.34101901,4.818762646,3.198876431,0.879307197,5.58159726
L9889836,Thailand,0.78,2,0.09375,4.405030068,0,28.02031517,0,147.9954971,74.47845939,1299744.071,1505939.303,3.73621934,100.3333333,272.1252219,4.313684506,0.348283532,1.717360333,0.145725237,1.932383975
L1867027,Thailand,0.78,741,-4.7265625,4.35513767,0,24.25668144,1,3049.09648,NA,1195000.514,1424947.135,4.48625668,144.25,299.240921,30.17121176,4.74882707,3.187730604,0.863250683,5.401901662
L5441038,Thailand,0.78,7,-0.203125,3.768255145,0,26.63633919,0,245.5312979,26.48273652,1077126.228,969332.1642,2.530127095,46.71428571,134.2035925,10.40527137,2.087425376,2.436307252,0.45876923,3.808808213
L3528259,Thailand,0.78,1,-0.0078125,4.273261861,0,27.38640404,0,111.8190377,24.23691929,1414877.735,765775.7163,2.31047796,67.67582418,123.2924331,8.492964144,1.304731048,2.268198229,0.361285118,3.489319807
L5400429,Thailand,0.78,2,0.015625,4.497191197,0,27.93644905,0,45.14873785,83.79986333,1293487.641,1552191.333,4.471178971,135.650641,252.4380147,4.533353252,0.578633837,1.759261766,0.199346233,2.895477148
L4905296,Thailand,0.78,0,0.2734375,3.674297993,0,27.91162491,0,147.9954971,15.77503127,1365273.843,1500182.612,5.121458681,151.1052632,226.5309598,4.864668262,0.468003613,1.550392399,0.162291027,2.274604472
