study_area,station,country,HDI,elev,TPI,access_log10,Hansen_recentloss,bio01,PA,PA_size_km2,dist_to_PA,utm_east,utm_north,maxFRic,asymptPD,SR.mean,rh_95_a0.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
Pasoh_TEAM_2017,330_2017,Malaysia,0.81,427,19.171875,2.956742501,0,26.65960693,0,22.92371374,0.71644039,1543932.002,330824.9987,NA,NA,NA,16.59186756,3.52039469,2.693990784,0.732435252,4.582964861
KhaoChong2018,36_sorted,Thailand,0.78,179,-4.3828125,5.023590688,0,26.61989594,0,713.8497941,0.014888891,1251251.456,843430.7787,0,0,4,33.01588274,4.435064737,3.171096524,0.856785279,5.51207077
KhaoChong2018,37_sorted,Thailand,0.78,939,13.0078125,3.297764117,0,25.29964638,1,1252.198208,NA,1256765.6,832819.4572,0,1.96875,9.921052632,32.36970202,5.099010832,3.202377748,0.87910044,5.581702951
KhaoChong2018,38_sorted,Thailand,0.78,288,19.546875,3.343132687,0,26.61989594,1,1252.198208,NA,1251287.442,841491.863,12.88127356,1.515625,12.42857143,34.01166826,4.431093033,3.175982021,0.865877192,5.499982247
KhaoChong2018,39_sorted,Thailand,0.78,286,-5.65625,3.311300234,0,26.61989594,1,1252.198208,NA,1252723.925,842838.2303,31.23543656,3.515625,12.86904762,31.96149626,4.122074132,3.19870126,0.840335749,5.45827428
KhaoChong2018,40_sorted,Thailand,0.78,634,-4.3046875,3.322463194,0,27.05282211,1,1252.198208,NA,1254107.8,832723.4436,NA,NA,NA,31.89451457,5.475149227,3.197690364,0.905112242,5.533149901
KhaoChong2018,42_sorted,Thailand,0.78,445,16.203125,3.334252249,0,26.61989594,1,1252.198208,NA,1254021.674,841562.641,15.10708925,3.1640625,14.86904762,30.5829308,4.406606929,3.128407775,0.865978542,5.386778812
KhaoChong2018,43_sorted,Thailand,0.78,334,24.3984375,3.160549309,0,26.61989594,1,1252.198208,NA,1250251.677,835672.9092,12.42053535,2.5546875,15.42857143,29.98457242,4.230346477,3.208995489,0.843505015,5.375605446
KhaoChong2018,44_sorted,Thailand,0.78,354,7.828125,3.166308492,0,26.61989594,1,1252.198208,NA,1252949.314,837890.4962,9.107682191,2.6015625,6.785714286,33.41247205,4.364184984,3.189174213,0.868685343,5.558726313
KhaoChong2018,45_sorted,Thailand,0.78,180,1.3828125,4.836591412,0,26.61989594,0,1252.198208,0.045594172,1252221.661,843550.6913,12.68327236,2.9453125,11.47619048,31.52830693,4.200911259,3.157555434,0.838187524,5.450593169
KhaoChong2018,46_sorted,Thailand,0.78,354,2.6796875,3.139756905,0,26.61989594,1,1252.198208,NA,1252634.101,838152.7798,0,1.96875,23.71428571,34.77607503,4.497345484,3.206876479,0.878875349,5.636533403
KhaoChong2018,47_sorted,Thailand,0.78,179,-4.3828125,5.023590688,0,26.61989594,1,713.8497941,NA,1251615.739,843720.4139,12.43178109,2.53125,8.178571429,31.93099248,4.324269105,3.158006475,0.84510626,5.473187305
KhaoChong2018,48_sorted,Thailand,0.78,199,-6.7890625,4.563577208,0,26.61989594,1,1252.198208,NA,1250773.184,841412.5492,0,1.7578125,4.933333333,35.40666969,4.392197042,3.188939816,0.865556758,5.54957445
KhaoChong2018,63_sorted,Thailand,0.78,209,5.0546875,3.095409617,0,26.61989594,1,1252.198208,NA,1250627.143,839313.8253,11.30247565,2.9125,7.225,30.60917132,4.042813009,3.136483627,0.821801517,5.366933019
KhaoChong2018,64_sorted,Thailand,0.78,1194,4.046875,3.360354066,0,25.29964638,1,1252.198208,NA,1257257.02,832023.204,11.89438361,2.609375,8.933333333,29.93597849,4.670402254,3.202846057,0.863315296,5.45463738
KhaoChong2018,65_sorted,Thailand,0.78,293,0.5703125,3.300536601,0,27.05282211,1,1252.198208,NA,1251247.233,833672.1055,0,1.96875,5.769230769,27.40142282,4.851764398,3.106843546,0.878260782,5.231492474
KhaoChong2018,66_sorted,Thailand,0.78,504,11.203125,3.159515093,0,26.61989594,1,1252.198208,NA,1251909.857,836147.4049,15.81403541,3.4609375,8.928571429,33.81300081,4.548389713,3.235134294,0.889510094,5.654953047
KhaoChong2018,68_sorted,Thailand,0.78,956,8.859375,3.308736422,0,27.05282211,1,1252.198208,NA,1254521.529,833272.125,12.59173266,1.984375,14.27272727,32.75673745,5.785034453,3.19113805,0.912259725,5.589451742
KhaoChong2018,70_sorted,Thailand,0.78,241,4.9140625,2.90154565,0,26.61989594,1,1252.198208,NA,1249928.845,835426.2988,NA,NA,NA,28.64072021,4.384156746,3.160069227,0.822696164,5.296460191
KhaoChong2018,72_sorted,Thailand,0.78,209,5.0546875,3.095409617,0,26.61989594,1,1252.198208,NA,1250758.607,838863.8588,0,1.96875,3.458333333,32.84741948,4.315775728,3.188208677,0.855731186,5.504376065
KhaoChong2018,80_sorted,Thailand,0.78,170,-9.3984375,4.877252397,0,26.61989594,1,713.8497941,NA,1250570.24,843514.7147,0,1.125,4.857142857,34.22163564,4.597493885,3.184815557,0.869561076,5.564599629
KhaoChong2018,81_sorted,Thailand,0.78,293,0.5703125,3.300536601,0,27.05282211,1,1252.198208,NA,1251784.152,833729.4344,11.70721324,2.3125,3.923076923,28.42134382,4.574834193,3.186166319,0.876247449,5.35411751
KhaoChong2018,82_sorted,Thailand,0.78,335,7.296875,3.1582728,0,26.61989594,1,1252.198208,NA,1251205.408,837786.426,13.27414871,2.9125,6.916666667,33.3481158,4.5381249,3.22384298,0.887412766,5.585103926
KhaoChong2018,83_sorted,Thailand,0.78,192,-1.609375,4.879328974,0,26.61989594,1,1252.198208,NA,1250644.094,842347.9685,0,1.125,3,35.23601238,4.579340316,3.185262641,0.872138384,5.581346928
KhaoChong2018,84_sorted,Thailand,0.78,286,-5.65625,3.311300234,0,26.61989594,1,1252.198208,NA,1252159.426,843057.5965,12.56960993,2.34375,11.57142857,32.20471643,4.252552352,3.167137414,0.84623325,5.470945112
KhaoChong2018,85_sorted,Thailand,0.78,160,-3.9375,3.734379885,0,26.61989594,1,1252.198208,NA,1250429.746,839717.1127,16.62848893,2.484375,15.16666667,28.09120848,3.813239846,3.088881012,0.795958182,5.234878986
KhaoChong2018,86_sorted,Thailand,0.78,354,2.6796875,3.139756905,0,26.61989594,1,1252.198208,NA,1252146.176,838446.8762,29.56405471,2.640625,30.80357143,37.29392669,4.568585489,3.226940527,0.886088022,5.785340267
KhaoChong2018,90_sorted,Thailand,0.78,840,-0.0234375,3.281916007,0,25.29964638,1,1252.198208,NA,1255997.492,833045.7409,0,1.421875,4.466666667,32.4564487,5.560803802,3.212826198,0.895461073,5.598745765
KhaoChong2018,91_sorted,Thailand,0.78,939,13.0078125,3.297764117,0,25.29964638,1,1252.198208,NA,1256799.815,832194.2201,10.42236376,2.475,14.46666667,30.73026004,4.880687859,3.19455595,0.87160385,5.502836343
KhaoChong2018,92_sorted,Thailand,0.78,192,-1.609375,4.879328974,0,26.61989594,0,713.8497941,0.038809736,1250698.232,843145.9778,15.03052556,3.09375,9.089285714,34.38502422,4.580200976,3.195478478,0.870512076,5.56564466
KhaoChong2018,93_sorted,Thailand,0.78,174,-4.6015625,3.452217306,0,26.61989594,1,1252.198208,NA,1252768.807,843304.336,33.77460923,3.896875,21.60714286,31.28622045,4.048738074,3.164493684,0.833455363,5.439397397
KhaoChong2018,94_sorted,Thailand,0.78,411,-3.21875,3.282065949,0,27.05282211,1,1252.198208,NA,1252411.011,833862.7656,17.46189592,2.59375,7.615384615,28.26334284,4.272208916,3.18614179,0.854272511,5.328740909
KhaoChong2018,95_sorted,Thailand,0.78,840,-0.0234375,3.281916007,0,25.29964638,1,1252.198208,NA,1256241.704,832280.1529,17.57844317,2.6109375,16.78947368,31.25468733,5.171011868,3.202047102,0.88111032,5.542907481
KhaoChong2018,96_sorted,Thailand,0.78,939,13.0078125,3.297764117,0,25.29964638,1,1252.198208,NA,1257010.595,832502.6045,27.55562339,3.6015625,11.39285714,31.46407184,4.891251044,3.197986499,0.872578195,5.534424134
KhaoChong2018,98_sorted,Thailand,0.78,479,1.53125,3.338652651,0,26.61989594,1,1252.198208,NA,1253491.293,841447.4112,17.04320245,2.90625,11.71428571,31.86923682,4.585121971,3.133837134,0.87748931,5.419385929
BBS_main,BBS_01A_NE_CAM_24,Indonesia,0.72,573,3.7265625,1.815692345,0,22.40808678,1,3177.523845,NA,1729675.883,-575383.5809,0,1.96875,4.9,41.59825812,4.640964153,3.244114328,0.878614677,5.860351484
BBS_main,BBS_01A_NW_CAM_29,Indonesia,0.72,607,7.8046875,1.945596054,0,22.40808678,1,3177.523845,NA,1728049.532,-574804.6261,0,1.125,4.236842105,36.11544844,4.708617967,3.230247128,0.868341801,5.619883304
BBS_main,BBS_01A_SE_CAM_34,Indonesia,0.72,537,5.671875,1.797960641,0,22.40808678,1,3177.523845,NA,1730620.743,-576511.6993,5.51877526,2.6640625,13.42857143,36.27545866,4.680204969,3.243261111,0.876021246,5.724524338
BBS_main,BBS_01A_SW_CAM_43,Indonesia,0.72,338,4.359375,1.868738818,0,22.40808678,1,3177.523845,NA,1729267.551,-576395.8026,13.67489631,2.53125,7.928571429,42.43749051,4.825942174,3.150594399,0.87233043,5.722298435
BBS_main,BBS_01B_NE_CAM_55,Indonesia,0.72,717,3.578125,1.89937861,0,22.40808678,1,3177.523845,NA,1733924.576,-574875.0754,12.89733809,3.1171875,9.473684211,43.48780543,5.128756299,3.254049391,0.883630782,5.941133352
BBS_main,BBS_01B_NW_CAM_13,Indonesia,0.72,644,5.9375,1.954110984,0,22.40808678,1,3177.523845,NA,1731340.824,-575759.4251,0,0,10.26315789,35.97050353,4.627651045,3.222319034,0.87967161,5.676937315
BBS_main,BBS_01B_SE_CAM_39,Indonesia,0.72,679,-1.8984375,1.862172995,0,22.40808678,1,3177.523845,NA,1733074.801,-576130.915,27.65267407,2.59375,13.52631579,37.664113,5.083202056,3.261073331,0.878918936,5.770277454
BBS_main,BBS_01C_NW_CAM_41,Indonesia,0.72,648,8.2421875,1.966668907,0,22.40808678,1,3177.523845,NA,1734732.044,-575790.3259,12.99037339,1.625,14.57894737,37.94585502,4.790630113,3.189259565,0.828047893,5.648703183
BBS_main,BBS_01C_SW_CAM_42,Indonesia,0.72,571,1.4453125,1.837803679,0,22.40808678,1,3177.523845,NA,1734801.308,-577450.8647,11.87378276,2.484375,13.26315789,38.48011829,4.648722636,3.192992815,0.841581156,5.662526572
BBS_main,BBS_01Z_CAM_15,Indonesia,0.72,588,10.9921875,2.763369765,0,22.40808678,1,3177.523845,NA,1727518.291,-573918.0822,9.518467678,2.34375,9.05,34.27964096,4.682944787,3.263047642,0.861547734,5.615950206
BBS_main,BBS_02A_SE_CAM_47,Indonesia,0.72,350,16.3984375,1.895678471,0,22.40808678,1,3177.523845,NA,1730280.549,-580149.5027,NA,NA,NA,41.30753488,5.168278571,3.249416573,0.887263351,5.865311191
BBS_main,BBS_02B_NE_CAM_16,Indonesia,0.72,539,5.7578125,1.845430862,0,22.40808678,1,3177.523845,NA,1734118.789,-578436.9869,0,1.7578125,13.52631579,42.36456014,4.633911425,3.238723517,0.86147738,5.865281361
BBS_main,BBS_02B_NW_CAM_51,Indonesia,0.72,475,11.4296875,1.899200328,0,22.40808678,1,3177.523845,NA,1732602.746,-579295.8238,0,1.84375,7.833333333,42.43888354,4.634470835,3.219220646,0.877706801,5.860832741
BBS_main,BBS_02B_SW_CAM_04,Indonesia,0.72,441,-15.6796875,1.863381045,0,22.40808678,1,3177.523845,NA,1731321.947,-579817.4417,12.96902567,2.38125,18.90277778,52.27413302,4.539895143,3.225688357,0.868462169,6.052829971
BBS_main,BBS_03A_SE_CAM_07,Indonesia,0.72,262,8,1.966921706,0,25.50784111,1,3177.523845,NA,1730416.238,-582841.6069,0,1.5,15.55555556,39.14617752,4.468744095,3.173938932,0.830709064,5.673613916
BBS_main,BBS_03A_SW_CAM_37,Indonesia,0.72,163,0.140625,2.028986669,0,25.50784111,1,3177.523845,NA,1729290.773,-582819.5615,12.65438106,1.95625,9.153846154,35.3803112,4.524887206,3.144349188,0.824291863,5.517634032
BBS_main,BBS_03B_SE_CAM_30,Indonesia,0.72,179,6.984375,1.897479389,0,25.50784111,1,3177.523845,NA,1734090.431,-584347.1173,12.65290626,2.34375,9.263157895,39.04196126,4.393624067,3.183825421,0.838522227,5.65427174
BBS_main,BBS_03B_SW_CAM_26,Indonesia,0.72,293,9.2734375,1.925589573,0,25.50784111,1,3177.523845,NA,1731675.611,-582828.8581,1.975000025,2.114583333,12.15384615,43.77727473,4.322078465,3.131688474,0.830706232,5.770925619
BBS_main,BBS_03C_NW_CAM_38,Indonesia,0.72,303,-4.3828125,1.885615492,0,25.50784111,1,3177.523845,NA,1734457.439,-582303.3962,0,0,4.857142857,43.4486223,4.616692037,3.174905654,0.85458024,5.838969056
BBS_main,BBS_03C_SW_CAM_19,Indonesia,0.72,238,-1.8671875,1.913663915,0,25.50784111,1,3177.523845,NA,1734877.605,-583517.2946,12.64917625,2.9765625,4,40.96480823,4.611551038,3.201220581,0.857743412,5.776058486
BBS_frag2,BBS_04A_SW_CAM_22,Indonesia,0.72,148,6.359375,2.195928522,0,25.50784111,1,3177.523845,NA,1728817.778,-587547.3424,0,1.125,3.472222222,32.6165478,4.532399099,3.086177713,0.799970541,5.362792757
BBS_main,BBS_04B_NE_CAM_12,Indonesia,0.72,164,-4.40625,1.901410035,0,25.50784111,1,3177.523845,NA,1733001.216,-585589.4726,50.85803345,3.92421875,14.51851852,36.14471017,4.198075789,3.176441313,0.830929535,5.507342908
BBS_main,BBS_04B_SW_CAM_21,Indonesia,0.72,116,1.1953125,1.928627119,0,25.50784111,1,3177.523845,NA,1731441.54,-586808.777,NA,NA,NA,33.57164472,4.440351663,3.18316434,0.857818114,5.649654139
BBS_main,BBS_05A_NE_CAM_27,Indonesia,0.72,160,-4.40625,1.964318944,0,25.50784111,1,3177.523845,NA,1729568.13,-588213.9095,11.78521086,2.79140625,7.236111111,35.43391796,5.125919066,3.205625533,0.872190646,5.617701666
BBS_main,BBS_05B_NE_CAM_59,Indonesia,0.72,156,4.34375,1.870014678,0,25.50784111,1,3177.523845,NA,1734210.027,-589057.9463,5.51877526,3.309895833,17.92105263,39.05844238,4.369733243,3.155343367,0.820515596,5.597315831
BBS_main,BBS_05B_NW_CAM_78,Indonesia,0.72,153,0.84375,1.884369796,0,25.50784111,1,3177.523845,NA,1732293.661,-589375.2356,23.29376488,4.2421875,11.78947368,23.46686008,4.250756713,2.944043926,0.830460654,4.967926394
BBS_main,BBS_05B_SE_CAM_65,Indonesia,0.72,152,0.8828125,1.921567573,0,25.50784111,1,3177.523845,NA,1733541.616,-589937.062,0,1.96875,4,36.65171421,4.458146084,3.151163858,0.830656256,5.532429803
BBS_main,BBS_05C_NW_CAM_01,Indonesia,0.72,155,-3.8203125,1.872674633,0,25.50784111,1,3177.523845,NA,1735631.064,-589038.2462,23.81517323,3.239583333,23,43.41415723,4.426471751,3.166908561,0.81853504,5.733898069
BBS_main,BBS_05C_SE_CAM_81,Indonesia,0.72,161,5.328125,1.85188455,0,25.50784111,1,3177.523845,NA,1736326.769,-590173.8543,6.407306878,1.89375,15.57894737,47.09256892,5.470806509,3.221368398,0.890699171,5.977691222
BBS_main,BBS_05C_SW_CAM_60,Indonesia,0.72,152,-0.609375,1.866801626,0,25.50784111,1,3177.523845,NA,1735097.971,-590683.5868,19.24115893,3.09765625,19.52631579,36.90822346,4.603360758,3.129253751,0.817140294,5.507864644
BBS_main,BBS_05D_SE_CAM_76,Indonesia,0.72,315,-0.046875,1.794641266,0,25.50784111,1,3177.523845,NA,1740631.226,-590225.1281,17.04671713,3.3515625,10.42105263,39.73872643,4.198952612,3.082050093,0.819889627,5.519758724
BBS_frag4,BBS_06A_NE_CAM_05,Indonesia,0.72,162,1.578125,1.895487578,0,25.50784111,0,3177.523845,1.195128747,1730695.412,-591299.8991,3.288269567,3.1640625,10.89473684,28.67659872,3.972406728,3.126688577,0.79642092,5.199145135
BBS_main,BBS_06A_NE_CAM_11,Indonesia,0.72,126,3.6875,1.891718113,0,25.50784111,1,3177.523845,NA,1733654.151,-592042.1932,0,1.125,9.131578947,38.4994825,4.863800231,3.212601194,0.861505309,5.652121402
BBS_main,BBS_06A_NW_CAM_71,Indonesia,0.72,143,4.8125,1.862999115,0,25.50784111,0,3177.523845,0.001844284,1731840.146,-591755.1423,6.236919764,1.708333333,15.57894737,33.89112807,4.437545695,3.158700695,0.820270623,5.420244602
BBS_main,BBS_06A_SE_CAM_69,Indonesia,0.72,151,-1.1484375,1.921164827,0,25.50784111,1,3177.523845,NA,1733561.629,-593108.4284,30.47175411,3.480208333,29.15789474,37.59606096,4.9675038,3.218746487,0.863618566,5.680375006
BBS_main,BBS_06B_NE_CAM_66,Indonesia,0.72,168,11.8359375,1.830038334,0,25.50784111,1,3177.523845,NA,1737419.875,-591691.809,16.54825198,2.3,12.76470588,32.51485704,4.666483728,3.155211488,0.872510098,5.54494098
BBS_main,BBS_06B_SW_CAM_73,Indonesia,0.72,137,-0.5703125,1.855252227,0,25.50784111,1,3177.523845,NA,1735370.12,-593955.3994,18.09970948,2.7890625,17.92105263,29.16689156,3.987648375,3.155335605,0.801075085,5.253689807
BBS_main,BBS_06C_NE_CAM_77,Indonesia,0.72,287,1.7109375,1.789487421,0,25.50784111,1,3177.523845,NA,1739672.578,-591905.8186,9.218428596,3.609375,11.96875,45.72250015,4.687181829,3.213519662,0.860788036,5.930577642
BBS_main,BBS_06C_SW_CAM_67,Indonesia,0.72,223,1.5390625,1.841256007,0,25.50784111,1,3177.523845,NA,1738237.296,-593713.0251,12.90751488,3.1015625,11.53333333,36.1850966,4.391436538,3.179273634,0.864775744,5.60532977
BBS_main,BBS_06D_NE_CAM_57,Indonesia,0.72,387,-2.8984375,1.779839238,0,25.50784111,1,3177.523845,NA,1743307.336,-592218.1145,12.97532885,1.625,13.125,38.2357079,4.009973332,3.084003522,0.791664204,5.507399443
BBS_main,BBS_06D_NW_CAM_64,Indonesia,0.72,308,-3.90625,1.773328753,0,25.50784111,1,3177.523845,NA,1741515.803,-592411.1283,4.980697796,2.52734375,6.2375,44.05160342,4.213615401,3.142214539,0.816059682,5.711157763
BBS_main,BBS_06D_SW_CAM_09,Indonesia,0.72,304,3.453125,1.753404414,0,25.50784111,1,3177.523845,NA,1741811.806,-593595.0539,16.30089471,2.9765625,31.95,43.05607653,4.081875194,3.128987567,0.808295541,5.725136274
BBS_frag3,BBS_07A_NE_CAM_68,Indonesia,0.72,109,2.5625,2.194178129,0,25.50784111,0,3177.523845,1.186129221,1733509.661,-595933.8078,18.06970393,2.9765625,12.26315789,29.01973361,4.546125551,3.137200289,0.850802417,5.363519474
BBS_main,BBS_07A_NE_CAM_74,Indonesia,0.72,155,1.6328125,1.776894371,0,25.50784111,1,3177.523845,NA,1736824.365,-595285.0519,10.08213477,3.247395833,21.75833333,34.05455954,4.079127324,3.158897504,0.826126956,5.431603442
BBS_main,BBS_07A_NW_CAM_75,Indonesia,0.72,118,-4.21875,1.7283313,0,25.50784111,1,3177.523845,NA,1734845.337,-595128.7953,2.027716334,2.9140625,10.85,27.27090487,4.496050707,3.213552322,0.868182334,5.323437614
BBS_main,BBS_07A_SE_CAM_80,Indonesia,0.72,110,0.953125,1.727934512,0,25.50784111,1,3177.523845,NA,1736619.135,-597141.325,33.07162241,2.684895833,12.1,23.66222482,3.850467941,2.915499524,0.760721027,4.83448297
BBS_main,BBS_07B_NW_CAM_56,Indonesia,0.72,191,0.1953125,1.771957953,0,25.50784111,1,3177.523845,NA,1737918.169,-595187.6501,0.319676377,2.177083333,9.842105263,35.92081386,4.28917931,3.160707006,0.847038839,5.557466193
BBS_main,BBS_07B_SE_CAM_61,Indonesia,0.72,187,0.5625,1.747312584,0,25.50784111,1,3177.523845,NA,1739743.251,-597489.8098,11.19672649,2.534375,7.9375,37.68323326,4.273288914,3.186949946,0.816291785,5.563696814
BBS_main,BBS_07C_SW_CAM_72,Indonesia,0.72,247,0.59375,1.747651634,0,25.50784111,1,3177.523845,NA,1741214.643,-597065.87,NA,NA,NA,42.84135471,3.982059194,3.149816833,0.788827047,5.662741569
BBS_frag1,BBS_08A_SE_CAM_79,Indonesia,0.72,93,-2.5703125,1.778238577,0,26.72455025,0,3177.523845,1.407057725,1737384.218,-601021.7054,34.17541781,3.6234375,9.833333333,21.02107232,3.574662212,2.807615158,0.713171126,4.613910436
BBS_main,BBS_08B_NE_CAM_62,Indonesia,0.72,155,-0.21875,1.753277709,0,25.50784111,1,3177.523845,NA,1739734.281,-598789.8434,9.197592962,2.289583333,8,37.01228184,4.125439818,3.203665813,0.836548823,5.634153082
BBS_main,BBS_08C_NE_CAM_63,Indonesia,0.72,200,-8.4921875,1.735383731,0,25.50784111,1,3177.523845,NA,1742706.798,-598606.2927,8.974223699,3.1015625,10.8125,39.58641578,3.954270213,3.13966632,0.779359593,5.562826795
BBS_main,BBS_08C_NW_CAM_58,Indonesia,0.72,172,1.078125,1.735287377,0,25.50784111,1,3177.523845,NA,1741232.595,-598437.4368,16.72165378,2.34375,20.33333333,37.05182227,4.071767501,3.17576841,0.816986221,5.555712819
BBS_main,BBS_08C_SW_CAM_10,Indonesia,0.72,153,-2.1640625,1.740106337,0,25.50784111,1,3177.523845,NA,1741571.155,-600060.4952,0,1.125,8.109375,35.2579303,4.163088286,3.114979714,0.794913943,5.422965157
BBS_frag7,BBS_09B_SE_CAM_45,Indonesia,0.72,119,-2.578125,1.76036316,0,26.72455025,1,3177.523845,NA,1743982.161,-604440.676,12.66768435,2.4765625,6,31.32711781,4.090531835,2.916392729,0.800956386,5.103848569
BBS_main,BBS_09C_NE_CAM_83,Indonesia,0.72,220,4.140625,1.694768563,0,25.14118576,1,3177.523845,NA,1747352.534,-603152.8404,12.58458364,2.39375,10.125,43.65084199,4.635735482,3.186278785,0.855406123,5.776499858
BBS_main,BBS_09C_NW_CAM_23,Indonesia,0.72,185,1.234375,1.701435422,0,25.14118576,1,3177.523845,NA,1745285.094,-602625.6492,36.31536313,4.6453125,27,38.64819448,3.882278359,3.071754433,0.787165678,5.476537974
BBS_main,BBS_09C_SE_CAM_02,Indonesia,0.72,226,3.6796875,1.704025087,0,25.14118576,1,3177.523845,NA,1746615.117,-603878.5008,7.673399195,2.520833333,11.83333333,38.74604878,4.124946587,3.098754973,0.787761163,5.486112935
BBS_main,BBS_09D_SE_CAM_14,Indonesia,0.72,331,5.1328125,1.691404533,0,25.14118576,1,3177.523845,NA,1750192.185,-604197.116,12.65356553,2.625,13.17857143,45.26334909,4.756531725,3.150823135,0.840667591,5.961572125
BBS_main,BBS_09E_NE_CAM_48,Indonesia,0.72,455,-0.8515625,1.708211528,0,25.14118576,1,3177.523845,NA,1753945.996,-603352.6288,30.77044351,3.076822917,14.55555556,33.52572008,4.215031564,3.213148143,0.838346934,5.557119763
BBS_main,BBS_09E_SE_CAM_31,Indonesia,0.72,391,-0.125,1.684346572,0,25.14118576,1,3177.523845,NA,1753251.844,-604778.0083,52.80044273,3.930208333,34,41.9625986,4.497119504,3.185933737,0.866395033,5.802285383
BBS_main,BBS_09E_SW_CAM_44,Indonesia,0.72,379,2.0859375,1.679322271,0,25.14118576,1,3177.523845,NA,1752176.429,-603983.69,41.3772275,3.8109375,23.57894737,42.24210879,4.000489976,3.140147984,0.812106148,5.676351531
BBS_frag5,BBS_10A_SE_CAM_36,Indonesia,0.72,129,-1.8828125,1.661015742,0,25.14118576,1,3177.523845,NA,1747339.473,-607091.3118,0,1.25,14.93518519,30.02241395,3.458623127,2.889390199,0.705301741,4.935797488
BBS_main,BBS_10B_NE_CAM_17,Indonesia,0.72,304,-1.9375,1.685841471,0,25.14118576,1,3177.523845,NA,1750257.549,-605301.7163,10.6151043,2.559895833,11.26315789,42.62306037,4.221817719,3.210563909,0.777614446,5.76745062
BBS_main,BBS_10B_NW_CAM_25,Indonesia,0.72,184,-1.375,1.68185089,0,25.14118576,1,3177.523845,NA,1748708.538,-605808.3057,0,1.125,8.421052632,27.42663932,3.523010828,2.853483835,0.639186135,4.82900167
BBS_frag6,BBS_10B_SW_CAM_33,Indonesia,0.72,111,0.8671875,1.644956989,0,25.14118576,1,3177.523845,NA,1747595.992,-608056.254,4.472206934,3.191145833,7.944444444,22.14247741,3.116924742,2.768498159,0.614446399,4.503872318
BBS_main,BBS_10C_NE_CAM_20,Indonesia,0.72,318,1.703125,1.698819152,0,25.14118576,1,3177.523845,NA,1753001.724,-606319.8134,17.75280667,2.70625,12.66666667,40.72620954,4.414153886,3.218609355,0.84748806,5.826278622
BBS_main,BBS_10C_SE_CAM_53,Indonesia,0.72,304,1.7265625,1.716282345,0,25.14118576,1,3177.523845,NA,1753042.229,-607479.2849,0,1,4.833333333,40.17792588,4.295948371,3.189620924,0.82551832,5.717558653
BBS_main,BBS_10C_SW_CAM_52,Indonesia,0.72,255,-3.0390625,1.67999738,0,25.14118576,1,3177.523845,NA,1752432.564,-608428.2243,11.31627741,1.6875,10.125,39.81228579,4.043849892,3.150962046,0.7874567,5.581492096
BBS_frag9,BBS_11A_NE_CAM_46,Indonesia,0.72,205,-0.25,1.670905017,0,25.14118576,1,3177.523845,NA,1750785.154,-608754.7356,16.18135234,2.9765625,8.95,35.33291017,3.917478792,3.074498956,0.763768714,5.336575692
BBS_main,BBS_11B_NE_CAM_18,Indonesia,0.72,255,7.15625,1.721301524,0,25.14118576,1,3177.523845,NA,1752748.351,-609421.5093,12.93563167,1.640625,6.947368421,42.13007394,3.715761341,3.143042349,0.750053621,5.552231451
BBS_frag8,BBS_11B_SW_CAM_06,Indonesia,0.72,152,-3.8046875,1.9659732,0,25.14118576,1,3177.523845,NA,1751238.726,-611617.0177,39.37444155,3.91484375,9.236842105,25.27163165,3.311626831,2.964235577,0.700554195,4.851831002
BBS_main,BBS_11C_NW_CAM_35,Indonesia,0.72,303,3.4765625,1.706900873,0,25.14118576,0,3177.523845,0.335170923,1755651.989,-609642.7835,33.10021211,2.7375,13.125,35.43660756,3.574750846,2.898348001,0.708910215,5.208873963
BBS_main,BBS_11C_SE_CAM_54,Indonesia,0.72,305,0.4140625,1.716596166,0,25.14118576,0,3177.523845,1.229155702,1756506.29,-611312.5504,0,1.125,3.472222222,32.56019329,3.844806166,2.8859832,0.744601384,5.208352907
BBS_frag10,BBS_11C_SW_CAM_28,Indonesia,0.72,265,2.0703125,1.700924286,0,25.14118576,0,3177.523845,1.363564984,1754882.501,-611033.9877,11.5817083,2.09375,13.55555556,17.54877573,2.860016228,2.597711373,0.572177275,4.273125048
BBS_main,BBS_11D_NE_CAM_08,Indonesia,0.72,316,-0.71875,1.789156152,0,25.14118576,1,3177.523845,NA,1760028.224,-609555.9884,33.92853543,3.553125,11,42.89560394,4.054186857,3.134458109,0.795073666,5.749217325
BBS_main,BBS_11D_SE_CAM_32,Indonesia,0.72,263,9.078125,1.780626255,0,25.14118576,1,3177.523845,NA,1759573.349,-610670.2992,12.66768435,2.7890625,10.17857143,45.9673369,4.636049536,3.210334823,0.85456528,5.978697877
BBS_main,BBS_11D_SW_CAM_50,Indonesia,0.72,234,-0.1953125,1.793280322,0,25.14118576,0,3177.523845,0.337013369,1758629.464,-611653.5907,0,1.84375,4.944444444,41.17329664,4.628802243,3.251994722,0.866326547,5.856707664
Ulu_Muda_FN_2015,FN1_2015,Malaysia,0.81,216,-5.8671875,3.068695544,0,26.09998322,1,119.0953865,NA,1381933.006,685711.059,0,1.84375,14.89285714,37.92505994,4.825416533,3.212072806,0.861688029,5.736030888
