station,lat,long,country,elev,slope,TPI,access,access_log10,Hansen_recentloss,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,PA,PA_size_km2,dist_to_PA,PA_year,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pavd_0_5.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L10930414,10.764937,106.726618,Vietnam,7,0.21068345,-0.234375,23707.83984,4.374891985,0,27.35870934,8.421305656,0.642528951,0.003172915,34.27420044,21.16769981,13.10649967,27.25917244,27.16357994,28.72616959,26.20688438,1850.999878,71.25119781,0.687524974,0.75626415,855.5629883,36.36487579,372.5823059,149.9716034,159.0824738,187.322998,138.0670013,0.090717271,156.9615326,169.6960754,174.6215363,145.6269989,0.929567873,1.500532031,0.178261995,0.536481977,1.441012383,0.238754466,0.686011255,0.674807191,0,6660.590257,44.5301486,2001,2014340.72,1224361.863,2.662818009,71.85714286,175.4808836,6.421036942,0.060902054,0.681681052,1.992593766,0.254882998,3.136332228
L12180361,21.3889691,103.0075453,Vietnam,491,0.193495497,-0.09375,26456.56445,4.422533448,0,20.72612381,10.42631054,0.538303614,0.010640946,28.73550034,9.366669655,19.36882973,23.91098785,16.6138134,23.92004967,16.16008186,1805.999512,105.6750031,1.984979987,0.976069391,1128.092407,48.40922928,1123.068359,59.78631973,146.1522064,182.4320068,123.1309967,0.125353515,139.3782349,127.0321503,140.6327667,131.5561523,0.939996183,1.862056971,0.309395999,0.548531413,1.670955896,0.374491692,1.663652897,0.381620169,0,1823.163099,53.13442731,1993,1541265.885,2398596.746,2.304753968,52.57391304,111.9039855,3.391165111,0.031680439,0.273004363,1.652612257,0.106825052,2.659049498
L999136,12.0464556,108.4335136,Vietnam,1900,16.1776123,14.46875,6686.391113,3.825191777,0,18.3020401,10.815979,0.67846024,0.003439799,25.66130066,9.719349861,15.94194984,18.80804634,16.92329597,19.44672394,16.85771942,1843,69.96949768,2.444159985,0.63150835,809.5377197,72.7706604,595.2666016,87.41938019,155.2538605,187.5749969,129.3739929,0.112698138,139.5843811,159.9621582,160.0968475,154.7229156,1.019897223,1.515225053,0.325405985,0.395268947,1.4390769,0.416490525,1.218824267,0.586048901,0,516.1053887,0.680752324,1977,2198750.789,1380315.45,2.729491516,188.3297297,363.9513375,14.60031228,0.074055722,1.884276114,2.629444132,0.478877522,4.156325957
L13419044,4.8465844,114.8882163,Brunei,1,0.61873579,0.0390625,1540.562134,3.187679219,0,27.5143261,6.477465153,0.876482069,0.001057469,31.39999962,24.00970078,7.390299797,27.31620407,27.55466461,27.94915009,27.11483002,3064,84.14099884,35.73109818,0.248943776,1028.94104,543.7573853,656.6807861,755.7974243,157.1476746,179.2180023,144.9250031,0.069229856,145.9628448,172.0546875,167.1032257,153.8347626,1.41676259,1.688505054,1.185767055,0.109881617,1.638004661,1.247680902,1.316456556,1.432338595,0,0.49060727,7.700277275,1968,2987739.767,577413.94,2.093514867,31.28571429,155.9716264,16.67877879,0.079615429,2.232615872,2.707814153,0.583500752,4.376803141
L920990,12.6067,106.0177,Cambodia,19,0.723861158,-0.34375,12588.23828,4.099964955,0,27.34901619,9.665582657,0.603160262,0.004367049,35.45159912,19.42670059,16.02490044,27.3477459,26.20698929,29.11578941,25.64102364,1756,70.49140167,1.279510021,0.765651464,859.9331055,36.8327713,376.519165,104.9666672,166.1545715,195.5899963,146.3350067,0.097841747,150.7173004,172.3817749,186.224762,160.6707764,0.903945625,1.515594006,0.198783994,0.541763306,1.456797361,0.252872139,0.706336558,0.581870377,0,128.2679504,1.954779491,2018,1925046.503,1429431.587,3.103673997,110.632,134.5283132,5.794508517,0.039659332,0.567193635,1.958755855,0.206108244,3.083336375
L2215049,11.3746949,104.700222,Cambodia,38,0.381746888,-0.1015625,11461.5293,4.059242569,0,27.60622787,8.029927254,0.639534175,0.00317886,34.02259827,21.4666996,12.55589962,27.50207329,26.66173553,28.85318375,26.31663132,1304.000244,57.13570023,1.466369987,0.665541172,608.7003174,47.8325882,294.2893982,135.2210388,171.8099823,201.2259979,152.7859955,0.09460035,155.8191528,181.4790039,189.3216858,169.4627686,0.857385993,1.417803049,0.231737003,0.450527877,1.296682954,0.317593604,0.695073068,0.673117876,0,353.9232665,62.3884599,1993,1784847.851,1283554.022,3.141747033,101.8021978,289.4906889,2.836736991,0.01317795,0.091960648,1.605643268,0.042945949,2.552341331
L3172002,12.0393206,104.0350342,Cambodia,508,8.355715752,-5.984375,2434.419434,3.386395406,0,25.00954437,8.701013565,0.622764289,0.003597239,31.75160027,17.78000069,13.97159958,24.84634209,23.84980774,26.45141983,23.62182999,1625.000122,61.74890137,1.68769002,0.643575132,714.3757935,58.31291962,402.649292,118.4765396,164.5961151,195.5700073,134.4799957,0.120345682,141.2882233,177.9983826,182.3620758,170.0306091,0.941365778,1.450289011,0.264959991,0.441126674,1.379985809,0.351053834,0.866147757,0.628674388,1,2553.178139,NA,1993,1707968.638,1355389.765,5.181193239,199.2828829,372.8682423,25.25212305,0.148363943,3.820548973,3.096267126,0.742462963,5.018913426
L3588619,10.5148921,104.2868341,Cambodia,1,0.578192592,-0.84375,2692.561523,3.430165635,0,27.10101318,6.957401752,0.694261432,0.002267413,31.9612999,21.94000053,10.02130032,27.09127998,26.42788506,28.05139542,26.22634697,2155,81.32550049,4.351170063,0.620209396,964.5402832,106.4973907,487.5632935,157.0109863,164.5355072,194.7149963,145.0209961,0.100888915,147.5011597,174.8073883,182.0273895,164.8198395,1.102872491,1.637732029,0.366614997,0.380134791,1.565662503,0.49105978,1.046799064,0.712962925,0,11.59137203,0.941063845,1993,1742560.31,1184894.222,3.932076279,111.1666667,247.8363131,3.544153217,0.025044521,0.233426557,1.323004444,0.075180648,1.627115164
L4046310,11.5746037,104.8680283,Cambodia,19,0.195185035,-0.0234375,16090.79785,4.206577579,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,72.12816866,1993,1802578.156,1306873.758,2.115460159,34.68965517,115.7198263,4.190441257,0.038779973,0.473631526,1.826120659,0.156412673,2.931135363
L1502745,12.3996155,105.0467683,Cambodia,21,0.146750957,0.0078125,5499.030273,3.740286111,0,27.72106171,8.844841957,0.60270679,0.004266105,34.94189835,20.26670074,14.67520046,27.70005798,26.64748383,29.45108795,26.03665352,1757,73.27919769,1.71638,0.725743413,799.3483887,45.33692932,387.7886353,98.50337982,169.9940033,200.0399933,147.9320068,0.100692339,151.3186951,181.4154663,190.0589294,169.58992,0.927651763,1.555348039,0.222470999,0.505094349,1.421702743,0.286733776,0.740968406,0.57809943,0,313.0290988,5.150545976,2016,1818336.489,1400831.434,4.822327014,139.5846154,250.6589658,1.994949292,0.006256297,0.030483634,1.267405238,0.014338557,0.36061017
L1865892,10.6311915,104.022858,Cambodia,1050,10.26896763,11.109375,5370.199707,3.729990437,0,25.43366051,7.239463329,0.695881426,0.002156576,30.47100067,20.06769943,10.40330029,25.34776497,24.78357315,26.37435341,24.67261124,2782.999756,115.1999969,4.622200012,0.703830898,1365.759399,110.53228,603.5112305,156.1552734,163.5449219,193.8809967,142.871994,0.103235163,145.9727631,171.8355408,181.0473022,164.5916901,1.235512495,1.986089945,0.381042004,0.424548715,1.879282713,0.514497936,1.169062614,0.711424232,1,1551.568786,NA,1993,1712686.885,1196921.26,4.212385598,182.8,336.9216206,4.156498823,0.038806517,0.587091646,1.444329088,0.136041917,2.844936939
L6081816,11.6669232,104.9020046,Cambodia,5,0.191272542,-0.0859375,10871.16113,4.036275933,0,27.81825829,8.354995728,0.629824221,0.003585312,34.53229904,21.26670074,13.2656002,27.62761497,26.82383919,29.23917007,26.37701225,1343.999878,58.8504982,1.191439986,0.69625324,632.6577148,38.95969009,290.2810974,125.8936996,172.9586182,202.401001,153.0769958,0.095221601,156.5154572,183.0584564,190.5262299,171.2933044,0.848115206,1.430534005,0.207790002,0.484255254,1.30815351,0.280065686,0.655540168,0.652478099,0,2553.178139,69.53975514,1993,1805915.102,1317448.56,4.012625669,148.4505495,191.9266594,2.990252117,0.020011402,0.11854861,1.414099126,0.057035412,1.105283064
L6714968,13.4410486,103.8593817,Cambodia,19,0.719393492,0.484375,14948.93457,4.174610241,0,27.17193794,9.393886566,0.56447202,0.005685095,34.7419014,18.10000038,16.64189911,27.3287468,25.71445084,29.17080307,24.67719269,1323,58.01800156,0.177424997,0.7783373,660.2114258,22.3486824,228.1495972,107.4803314,163.3101349,196.1900024,128.779007,0.131236762,138.3373108,181.2688446,184.1663055,169.25177,0.800075173,1.38893199,0.175861001,0.557103813,1.31176281,0.217906386,0.516216815,0.584477842,1,137.9855029,NA,1993,1681857.706,1512175.678,3.596690189,120.3571429,229.6784121,15.34384092,0.127322118,2.749907935,2.587163529,0.560887801,4.246479752
L6984551,11.5750569,104.8425615,Cambodia,18,0.21198009,-0.0390625,16295.41016,4.212065296,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,69.89254941,1993,1799743.564,1306805.545,2.951024853,57,235.7151139,4.88151287,0.035596809,0.72504247,1.866692676,0.225862086,3.116775951
L7006934,11.5717461,104.8415369,Cambodia,19,0.13340053,-0.171875,13156.38965,4.119136727,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,70.03926196,1993,1799645.326,1306427.309,2.700480456,68.4,170.4893285,3.383582617,0.014756907,0.421617392,1.670241008,0.117219842,2.816952951
L11328042,11.603838,104.891876,Cambodia,14,0.349903464,0.09375,16017.43359,4.204592932,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,72.3322799,1993,1805091.177,1310283.777,2.464920698,123.7990591,210.5103299,5.94880533,0.031736667,0.497722311,1.987913757,0.193975039,3.07665836
L12131124,11.5768408,104.96438,Cambodia,7,0.31591174,-0.234375,13905.4707,4.143185694,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,80.67886955,1993,1813285.952,1307580.161,3.758157273,163.5042017,351.6828955,5.047721096,0.036743765,0.449425601,1.948008591,0.172584214,2.994537846
L12437325,11.5840987,104.8646459,Cambodia,16,0.21604532,0.0234375,15152.38477,4.18048099,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,71.18519738,1993,1802156.769,1307928.961,1.808117762,25.83076923,110.5389171,4.296226503,0.060838981,0.768989709,1.787184196,0.232243816,2.941549514
L13718913,12.412093,107.184066,Cambodia,718,4.056048393,-2.6796875,11443.56055,4.058561172,0,22.49633217,10.10381508,0.628061593,0.003882304,30.68059921,14.59329987,16.08729935,22.53086472,21.44713783,24.03022003,20.95707321,2202,83.36589813,1.094580054,0.729624867,1046.420776,52.05656815,508.0305786,112.5930328,159.7736206,190.0209961,138.4589996,0.103384271,145.353302,167.5102234,180.5602264,154.6799164,1.044461846,1.631548047,0.233944997,0.487640649,1.608582735,0.332818538,0.899178386,0.640617967,0,2937.661078,3.086530106,2016,2056254.892,1414164.355,3.453945774,96.4025,340.9483629,15.96302171,0.067957519,2.13097114,2.843176005,0.500956001,4.412919402
L12014700,11.5624166,104.9358936,Cambodia,1,0.664898753,-0.265625,15128.82422,4.179805177,0,27.78927422,8.229826927,0.63099587,0.003425607,34.42259979,21.37999916,13.04259968,27.62983513,27.03610039,29.14709663,26.40917397,1363,58.85210037,1.421249986,0.675878823,628.9417114,45.06174088,296.6887512,143.3944702,172.4762115,201.8370056,153.6269989,0.093935244,156.5980072,184.7216949,189.9666138,170.0360718,0.861233354,1.434116006,0.220670998,0.468321055,1.309015512,0.294451684,0.670113444,0.688755691,0,2553.178139,78.97382785,1993,1810185.695,1305818.017,2.15773799,38.57142857,151.3154518,6.126515262,0.05621277,0.895123963,1.91781767,0.267548667,3.301172042
L970896,24.1085745,97.9870005,China,911,13.70710278,-24.4765625,NA,NA,0,19.25741005,12.09553909,0.502629578,0.013217431,28.29999924,4.235479832,24.06451988,23.14168549,13.80932999,23.14168549,13.62311077,1546.999878,76.21050262,2.809890032,0.854099274,871.6994019,45.90227127,871.6994019,51.03718185,153.6517944,206.5399933,106.0039978,0.205238506,114.8335419,168.8443146,114.8335419,161.3316193,0.878002644,1.582995057,0.276268989,0.533100188,1.482349515,0.305979848,1.482349515,0.419487387,0,2296.709513,342.320155,1993,1007236.331,2675279.566,2.79192401,232.7142857,515.7485854,6.483240692,0.054063221,1.30023357,2.031212299,0.290267818,3.25517177
L957784,24.9737381,102.6259797,China,2069,17.47145081,-5.5078125,21201.69531,4.326370589,0,15.46237946,10.46700954,0.470476031,0.014381553,24.46769905,2.220000029,22.24769974,20.06429291,9.960941315,20.10026932,9.640748024,995,47.82450104,2.778559923,0.849761188,563.8411865,40.4422493,556.8825073,43.89635849,148.5704803,200.4490051,123.0159988,0.184229985,128.70784,150.8916931,130.8853912,142.2341614,0.765368879,1.291079044,0.29113099,0.492651284,1.242099404,0.309134781,1.203672767,0.444816083,0,479.9678092,288.1588433,2005,1474527.98,2796821.752,2.877416803,159.7904762,346.7699681,9.578799065,0.095010414,1.705936965,2.33101174,0.445132119,3.779339461
L8133181,26.8833781,100.2334428,China,2487,11.33969593,1.9296875,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2296.709513,512.3042974,1993,1219542.774,2994128.13,2.687881872,254.0416667,215.7865774,15.6952729,0.132695553,3.081276284,2.707692926,0.622608444,4.411519975
L3758032,27.9037968,99.6403742,China,3326,7.874495983,2.0625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2296.709513,633.2346801,1993,1154305.406,3104341.328,2.923429474,87.89285714,191.2658573,11.51428696,0.098120831,1.99611753,2.399960908,0.463678135,3.963929463
L3951357,25.066844,102.6258552,China,2104,7.840508461,-8.703125,23998.69531,4.380187632,0,14.35428333,10.49891472,0.470069766,0.014470004,23.35479927,1.019999981,22.33480072,18.97059631,8.827318192,19.00260353,8.524433136,1010.999817,49.93619919,2.747970104,0.86711508,580.43927,39.40678024,573.0300903,42.49824905,148.5624084,200.7649994,122.8769989,0.185632065,128.4489288,151.2361603,130.662384,142.5403137,0.773091018,1.320175052,0.291296989,0.497505665,1.26358819,0.310763389,1.227186441,0.442880154,0,479.9678092,298.3459577,2005,1473768.92,2807224.714,2.089942628,108.7272727,348.7531904,9.712918976,0.10818637,2.059349005,2.338329391,0.44966053,3.785455007
L3891938,24.0996038,97.8498602,China,1211,13.57953835,-7.0234375,NA,NA,0,19.25741005,12.09553909,0.502629578,0.013217431,28.29999924,4.235479832,24.06451988,23.14168549,13.80932999,23.14168549,13.62311077,1546.999878,76.21050262,2.809890032,0.854099274,871.6994019,45.90227127,871.6994019,51.03718185,153.6517944,206.5399933,106.0039978,0.205238506,114.8335419,168.8443146,114.8335419,161.3316193,0.878002644,1.582995057,0.276268989,0.533100188,1.482349515,0.305979848,1.482349515,0.419487387,0,2296.709513,353.1430869,1993,993299.3817,2673792.863,2.981870632,213.2539063,418.5309603,6.673602563,0.072441925,0.394385364,2.092658616,0.325964627,3.411893847
L2401556,24.0714915,97.820034,China,1121,6.219922066,-2.359375,NA,NA,0,18.76581573,11.96181488,0.497347534,0.013198367,27.7866993,3.73548007,24.05121994,22.636446,13.32570553,22.636446,13.15679455,1604.000122,77.28790283,2.611390114,0.847333133,894.531189,45.90322876,894.531189,51.05730057,153.8228302,206.5,106.2850037,0.204107434,115.1093063,168.9312286,115.1093063,161.4645386,0.897558331,1.599413037,0.282460004,0.530289292,1.505861521,0.310523152,1.505861521,0.424789935,0,2296.709513,353.6875545,1993,990368.1822,2670568.05,2.369484472,149.66875,388.1774227,7.480716651,0.079173993,1.679428921,2.153998391,0.368329763,3.57806688
L4216153,26.5947056,100.1863647,China,2194,0.479337633,0.1640625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2296.709513,480.8872496,1993,1216667.509,2961736.593,3.605252912,110.0416667,298.4790138,15.36218714,0.124531998,2.874487247,2.696533608,0.60289079,4.374061253
L4194683,25.0475551,102.7160579,China,1910,1.005838871,-0.2578125,31282.92773,4.495307391,0,14.97568035,10.37352371,0.464866281,0.014612653,23.9484005,1.633329988,22.3150692,19.62486458,9.355500221,19.65674973,9.063835144,1005.999878,48.48130035,2.778520107,0.852729201,571.4055786,40.44171143,564.6760254,43.8957901,148.0851898,200.0350037,123.7139969,0.184260488,128.9463806,150.0645447,131.1248474,141.4236145,0.773323596,1.301401973,0.294474006,0.490474373,1.253236532,0.312556773,1.218166828,0.451401919,0,479.9678092,298.0536739,2005,1483106.547,2805731.947,1.528567322,11.375,49.5691458,8.839100032,0.095766878,1.827968718,2.263048173,0.404392627,3.652109881
L7670220,-0.2822238,115.6676781,Indonesia,143,3.11530304,-1.625,2316.900635,3.364907409,0,26.17561531,7.199521065,0.915818155,0.000552794,30.17099953,22.30970001,7.861299992,26.24160004,26.11178398,26.31664658,25.99385834,2987.999756,73.98419952,37.6257019,0.214827895,894.2315063,519.5878906,648.2677002,852.7058716,161.7142944,172.8710022,140.9329987,0.057675745,166.4960785,168.1806946,167.6548462,148.294693,1.400608659,1.567870975,1.205633044,0.088674843,1.514450431,1.225185871,1.318055511,1.485008597,0,48.19046282,5.103572957,0,3091304.58,-33825.34344,2.397008828,72.41538462,185.2744089,17.99289342,0.110088272,2.550289437,2.625777356,0.574027929,4.284251632
L12773857,1.610303,117.171561,Indonesia,83,3.087630033,0.1484375,170.650528,2.232107636,0,25.89673996,7.192182541,0.902304947,0.000577908,29.98060036,22.00970078,7.970900059,25.97266579,25.86816216,26.07738495,25.70943069,2195,55.58119965,35.97790146,0.123669401,630.9354858,493.1711121,594.9276123,513.6182251,161.1903992,174.522995,143.4160004,0.055816647,151.8106995,167.0305328,159.5641479,152.6932373,1.248672366,1.382171988,1.187764049,0.042987861,1.312620997,1.199237943,1.279629827,1.226631522,0,1939.325181,114.7763153,0,3272597.623,195214.5237,5.138026723,178.7931373,285.4633799,25.64681378,0.1315947,3.828416582,2.93962469,0.766581635,4.937406289
L12773858,1.605727,117.162522,Indonesia,79,4.955902576,5.6875,176.6798248,2.24718696,0,25.60475922,7.208773136,0.914749265,0.000539089,29.68059921,21.79999924,7.880599976,25.73317719,25.48037338,25.77659988,25.45943069,2418,61.09469986,37.11790085,0.123775378,690.7427979,518.5203857,678.3466797,539.2653198,160.9169159,174.201004,143.1609955,0.055434853,153.1286163,158.8150787,157.7057648,152.5099182,1.292770743,1.438999057,1.202741981,0.044812858,1.35936141,1.230425,1.346229434,1.247542739,0,1939.325181,114.1714618,0,3271502.04,194645.9559,3.4604379,108.4148607,392.6163931,29.83926983,0.131477063,3.99995503,3.040820049,0.817861786,5.191812368
L3033325,2.7167244,98.9381504,Indonesia,1234,2.907903671,-2.34375,5218.880859,3.717577383,0,20.89494324,9.956030846,0.907221556,0.000847337,26.4871006,15.51290035,10.97420025,20.66405678,20.86560822,21.27057266,20.65424538,2129.000244,60.3348999,18.29269981,0.312847465,736.7664795,297.663208,533.34198,688.7025146,176.1980133,197.0299988,153.9900055,0.072590776,159.1743774,179.3110809,189.3603058,162.6252289,1.212320328,1.429360986,0.952973008,0.11721465,1.390817285,1.015514374,1.2077142,1.351828933,0,0.008985314,13.35367439,0,1161217.199,301910.435,3.601150386,108.5,323.9629438,20.94637015,0.115340217,3.1274463,2.711381608,0.644863719,4.474242218
L7799028,-1.2177348,103.6505774,Indonesia,5,1.041897416,0.078125,661.1836548,2.820322109,0,26.89726257,8.595417023,0.916922748,0.000915651,31.68709946,22.31290054,9.374199867,26.55874634,26.954319,27.22009659,26.49660683,2387.999756,64.35040283,24.06780052,0.268884718,775.6779785,374.4364929,587.175293,759.024292,158.7681732,170.6300049,138.798996,0.059363581,145.5444641,163.2761536,165.1513062,150.9136963,1.253839374,1.458307981,1.025009155,0.106570005,1.406623602,1.071244955,1.24694705,1.395662427,0,183.8364086,46.51007494,0,1691800.799,-136971.4742,3.652403599,136.375,281.8325646,13.73203921,0.121454507,2.033729413,2.353203733,0.487610095,3.870291536
L4404848,2.5578272,96.2151289,Indonesia,117,5.897174358,0.5546875,NA,NA,0,26.4587326,8.900588036,0.883538306,0.0011771,31.68670082,21.61289978,10.07380009,26.15974236,26.64523125,26.95346451,26.01151848,3245.000244,85.50299835,42.6957016,0.20507288,1047.893677,631.6220703,763.2122192,937.6884155,177.6933899,199.7599945,155.8099976,0.074924491,160.7079163,181.1269226,189.9064636,163.1331482,1.400564075,1.662260056,1.170454025,0.105503045,1.611664414,1.231304169,1.35084343,1.529841065,0,8358.570219,135.9674258,0,857597.5204,283166.7608,2.35714762,49.90909091,186.6890907,15.01632837,0.116132758,2.346903373,2.380115769,0.467527927,3.852308632
L10869913,1.1990101,104.4065952,Indonesia,1,2.823324442,1.4296875,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.63636865,65.22118342,1990,1777509.456,135214.9353,2.294394463,33.33766234,132.846231,20.34657429,0.104637594,2.790434697,2.929848293,0.613678364,4.621945268
L11675018,20.716009,102.0975256,Laos,802,12.556777,-1.5390625,4756.884277,3.677322586,0,21.54658318,11.71866798,0.563607216,0.009666421,30.26000023,9.467740059,20.79225922,24.26144218,17.46926689,24.37703896,17.35894775,1527,80.87129974,2.396790028,0.882695735,885.3928833,59.3718605,764.1488037,61.79917908,151.0193481,192.5850067,125.2249985,0.138250157,131.9621582,140.2321472,143.4083099,144.9730072,0.86083591,1.616062999,0.305384994,0.523407519,1.476875782,0.345404297,1.340973616,0.381712854,1,879.7747269,NA,2012,1450286.2,2317562.797,3.004873882,121.7252747,340.7328604,17.3024305,0.114498658,3.261134417,2.789136174,0.664774269,4.592286548
L11134782,17.8460431,102.6098601,Laos,163,0.530237794,-0.125,6120.727539,3.786803048,0,25.62937355,10.25708294,0.520307541,0.007719651,33.79349899,14.07999992,19.71349907,27.16697693,22.10603523,27.82411575,22.07141876,1582,74.66139984,0.797649026,0.878465712,846.3123779,22.35509872,560.8444824,23.72882843,163.3555603,205.5500031,121.9309998,0.146629959,134.2362366,166.1786957,170.7871552,168.2086945,0.821745098,1.554923058,0.185310006,0.625594497,1.448329806,0.218428776,1.017565846,0.235946313,0,680.8526769,27.35985048,1993,1522125.387,1999598.578,3.162982491,143.4973545,287.4124701,2.392196791,0.011123976,0.084501745,1.407741074,0.033567908,2.419425591
L6664061,19.8479206,102.0994771,Laos,439,11.59444237,-2.8046875,1691.182739,3.228190537,0,24.67195702,12.21112156,0.565070689,0.009051684,34.1067009,12.49680042,21.60989952,26.8588047,20.6890316,27.33732986,20.64525032,1339.999756,68.65049744,3.243390083,0.807443976,719.9005737,52.29944992,501.971405,52.41014099,153.6291504,196.4499969,122.7480011,0.143417507,130.1561584,151.6781464,156.8526154,149.1119232,0.790841043,1.479326963,0.283197999,0.516648531,1.328503966,0.30676353,0.99609369,0.361985296,0,879.7747269,80.63164658,2012,1455877.268,2220576.906,2.542973949,80.86666667,246.1620767,17.80188242,0.11765794,3.265631395,2.810253858,0.626229085,4.536700631
L7147171,15.1813715,106.1316633,Laos,893,15.03434944,-3.9296875,10137.81055,4.005944171,0,22.42015839,10.1235714,0.564985037,0.005269066,30.5515995,12.63329983,17.91830063,22.92624283,20.40508461,24.28593826,20.19087219,2861.000244,160.7039948,1.680619955,0.914096355,1679.931641,53.07226181,638.4907837,72.77429199,155.7222748,196.3099976,111.7419968,0.15409793,123.9408493,167.9745331,176.035614,161.8792267,1.156630039,2.41802001,0.246904999,0.600582182,2.104682922,0.31736961,1.074242592,0.500369251,0,942.7235755,0.005754712,1993,1921388.523,1721593.714,2.107359136,132.8947368,300.9761941,18.07543749,0.129674773,2.509451824,2.735698052,0.599692297,4.390264106
L11773124,19.4356691,103.2177415,Laos,1226,9.98043251,9.4375,20346.03906,4.308479874,0,19.7485981,10.53187275,0.581657112,0.008342904,26.60000038,8.493330002,18.10667038,22.12314224,16.31064987,22.210989,16.20763397,1614.000122,90.93789673,1.181010008,0.915377319,933.78302,33.19504166,831.7583008,35.99428177,152.3075256,189.6320038,119.5289993,0.130994216,128.2996216,147.6479187,137.2095337,151.1220703,0.888007581,1.746482015,0.238648996,0.57135886,1.547028542,0.285592467,1.457289338,0.297290385,0,4817.660657,44.81927356,2019,1577063.131,2181231.763,2.29083619,84.42592593,175.0715185,6.867546928,0.03483005,0.526957116,2.129616238,0.195260167,3.161325394
